0,1
ابغى اودع اشيائي الثمينة في خزنة الفندق.,أريد إيداع مقتنياتي الثمينة في خزينة الفندق .
في أي صفة الفوط الصحية؟,في أي ممر يوجد الحفاضات الصحية ؟
مكالمة مباشرة إلى اليابان ، من فضلك .,مكالمة مباشرة إلى اليابان ، من فضلك .
هذه أصناف من الساندويتشات .,هذه أصناف من الساندويتشات .
مية ين حق الدولار.,مائة ين مقابل الدولار .
بنسوي حفلة في بيتنا الأسبوع الجاي. تقدر تجي مع زوجتك.,سنقيم حفلة صغيرة في منزلي الأسبوع القادم . تُرى ، هل ستستطيع الحضور مع زوجتك ؟
الحين، مكالمتك وصلت. تفضل، لو سمحت.,الآن ، مكالمتك ردت . تفضل من فضلك .
ماقدر الف المفتاح في قفل بابي.,لا أستطيع إدارة المفتاح في قفل بابي .
فلفل ، من فضلك .,فلفل ، من فضلك .
"أرني , من فضلك .","أرني , من فضلك ."
أريد شيئاً أكثر كثافة ، من فضلك .,أريد شيئاً أكثر كثافة ، من فضلك .
كيف أخطر السائق إذا أردت أن أنزل من الحافلة ؟,كيف أخطر السائق إذا أردت أن أنزل من الحافلة ؟
أيش تسوي لما يكون عندك وقت فراغ؟,ما ذا تفعل في وقت فراغك ؟
آسف، ما عجبني.,"آسف , إنها لا تروق لي ."
الخطوط الجوية بتدفع حق الفندق ورسوم الوجبات؟,هل ستدفع شركة الطيران رسوم الفندق والوجبات ؟
اكيد. برتب عشان احد يتصل لك الساعة خمس الصبح بالضبط بكرة الصبح.,بالتأكيد . سوف أرتب للاتصال بك الساعة الخامسة تماما صباح الغد .
دخلت فلوس.,لقد أودعت وديعة .
البني مشهور جدا هذي السنة.,اللون البني محبب هذا العام .
نعم، و ابغا اعكس الرسوم.,أجل ، وأودّ محاسبة المطلوب هاتفياً على قيمة المكالمة .
شغل من هذي؟,عمل من هذا ؟
بغيت اتأكد من موعد المغادرة.,أريد أن أتأكد من الوقت الذي يغادر فيه .
ممكن تدلني الطريق ليونيون سكوير؟,هل يمكنك أن تخبرني عن الطريق إلى يونيون سكوير ؟
ممكن توريني الطريق للمستشفى؟,هل يمكنك أن ترشدني إلى طريق المستشفي ؟
الاسم قورو موتوياما. والرقم صفر ثلاثة ثلاثة اثنين ستة واحد اثنين اربعة تسعة خمسة.,الاسم هو جورو موتوياما . والرقم هو صفر ثلاثة ثلاثة اثنان ستة واحد اثنان أربعة تسعة خمسة .
من فضلك خذني إلى مستشفى حيث يفهمون فيه اليابانية .,من فضلك خذني إلى مستشفى حيث يفهمون فيه اليابانية .
هذي اكثر خط مباشر؟,هل هذا هو أقصر الخطوط المباشرة ؟
مشكور على اليوم.,شكرا لك لما قدمته اليوم .
في فندق الرتز.,في فندق ريتز .
بلاعيمي جافة.,أعاني من حنجرة خشنة .
أنا خارج الآن . لذلك سآخذها .,أنا خارج الآن . لذلك سآخذها .
ثلاثة أشهر .,ثلاثة أشهر .
ما الخط الذي يمكنني أخذه .,ما الخط الذي يمكنني أخذه .
والله، القولف جزء من شغلنا وبعد شي نستانس فيه.,حسنا ، إن رياضة الجولف جزء من أعمالنا كما هي جزء من الترفيه .
أنهم يألمومنني .,أنهم يألمومنني .
أريد أن أستأجر بعض الأندية .,أريد أن أستأجر بعض الأندية .
عشرين عينة زيادة حتنرسل لك.,سنبعث لك بالبريد عشرين عينة إضافية .
هل عندكم حمام سباحة في هذا الفندق ؟,هل عندكم حمام سباحة في هذا الفندق ؟
بكم هذي في اليوم؟,كم ثمنها يومياً ؟
لو بس تنتظر شوي، بجاوب أي سؤال عندك.,إذا انتظرت لحظة فقط ، سأجيب على أي تساؤل لديك .
بغيت ارسل هالرسالة بالبريد المسجل.,أرغب في إرسال هذا الخطاب بالبريد المسجل .
خل نحط حشوة داخل.,إذن دعنا نبطنها من الداخل .
علي أن أصل إلى المطار قبل الساعة الثامنة صباحاً .,علي أن أصل إلى المطار قبل الساعة الثامنة صباحاً .
تقدر تجي عشان تصلحه؟,أيمكنك الحضور إلى هنا لإصلاحه ؟
إلى أي وقت تظل خدمة الغرف متاحة ؟,إلى أي وقت تظل خدمة الغرف متاحة ؟
ممكن تضغط على زر التصوير؟,هلا ضغطت على زر مصراع النافذة ؟
انا احول على رحلة خطوط دلتا الجوية رقم ميتين وخمسطعش.,أحوّل إلى رحلة خطوط طيران دلتا رقم اثنان واحد وخمسة .
أبا ارسل فاتورة الضروريات حقتي اليومية، فعلمني لو سمحت العنوان واسم الشخص المسؤول.,سأخطط لإرسال فواتير حاجياتي اليومية ، لذا من فضلك أخبرني العنوان و اسم الشخص المسئول من فضلك .
عندك واحد نفس هذي؟,هل عندك من نفس هذا النوع ؟
بنتأخر ساعة.,سنتأخر ساعة .
لنتقابل في المطعم .,لنتقابل في المطعم .
سأنتظر حتى يتاح الجلوس في التراس .,سأنتظر حتى يتاح الجلوس في التراس .
وصلتني فاكسات؟,هل وصلتني أية فاكسات ؟
واجد زين. الحين حق الأسئلة، لو سمحت.,هذا جيد للغاية . والآن الأسئلة ، من فضلك .
متى آخذ هذا ؟,متى آخذ هذا ؟
بكرة.,الغد .
سترحل في العشرين أبريل ، وستعود في الحادي والعشرين أبريل . هل هذا صحيح ؟,سترحل في العشرين أبريل ، وستعود في الحادي والعشرين أبريل . هل هذا صحيح ؟
باكل هني.,سأتناول طعامي هنا .
ممكن توريني الخاتم التاني من اليسار؟,هل لك أن تريني الخاتم الثاني من جهة اليسار ؟
هل تريد أن تذهب للتسوق معي بعد الظهر ؟,هل تريد أن تذهب للتسوق معي بعد الظهر ؟
كم المدة التي تستغرقها من هنا ؟,كم المدة التي تستغرقها من هنا ؟
هل هذا يروح للاعلي الى الدور السادس؟,هل يصعد هذا إلى الدور السادس ؟
سنتصل بك عندما يكون الهامبورجر المشوي على الفحم حسب طلبك قد تم إعداده .,سنتصل بك عندما يكون الهامبورجر المشوي على الفحم حسب طلبك قد تم إعداده .
هل أنا بحاجة إلى تذكرة ؟,هل أنا بحاجة إلى تذكرة ؟
لأي درجة دقيق هذي؟,ما مدي دقة هذا ؟
ماذا عن خمسة ؟ لا أحتاج كثيراً جداً,ماذا عن خمسة ؟ لا أحتاج كثيراً جداً
تبغي تسوي أي معاملات ثانية؟,هل تتمنى أن أعقد أي صفقة أخرى ؟
لا أعرف .,لا أعرف .
في هوا قوي.,اليوم عاصف .
ابغي هوت جوكلت.,سآخذ شيكولاتة ساخنة .
بيصير باربعين دولار بدون الضريبة، معاها بيصير بثلاثة واربعين دولار.,سيكون أربعين دولاراً زائد الضرائب ، مما يجعلها ثلاثة وأربعين كلها .
كم هو لكل غالون؟,كم تكلّف هي لكل جالون ؟
اي، نقدر نسويه.,نعم ، يمكننا القيام بذلك .
اوه، اي. عندي. احبه.,نعم . جربت ذلك . وأحبه كثيراً .
تتغشمر، صح؟,إنك تمزح ، أليس كذلك ؟
إعادة تأكيد رحلتي.,أود إعادة التأكيد على حجز الرحلة .
لو سمحت خبرني شلون اتصل على هالرقم.,من فضلك أخبرني كيف أطلب هذا الرقم .
هذي اول زيارة.,هذه هي أول زيارة .
هذي مشقوق. لو سمحت خفضه زيادة.,إنه ممزّق . من فضلك اخصم منه أكثر .
إنها تستغرق يوماً كاملاً . مرشد الدولة سيكون هنا ليأخذنا في تمام الساعة التاسعة صباحاً .,إنها تستغرق يوماً كاملاً . مرشد الدولة سيكون هنا ليأخذنا في تمام الساعة التاسعة صباحاً .
الكنديشن ما يشتغل عدل. غرفتي واجد باردة.,جهاز التكييف لا يعمل . غرفتي باردة جداً .
كم الرسوم الاضافية؟,كم قيمة الرسوم الزائدة ؟
أين موقف الحافلات ل بي ؟,أين موقف الحافلات ل بي ؟
أي طريق يؤدي إلى المتحف ؟,أي طريق يؤدي إلى المتحف ؟
دي الشنطة كويسة لكل الطقوس؟,هل هذه الحقيبة مناسبة لكل حالات الطقس ؟
هل يستطيع أحد هنا أن يجرب التنفس الاصطناعي ؟,هل يستطيع أحد هنا أن يجرب التنفس الاصطناعي ؟
متاكد اني حطيتها في الشنطة.,أنا متأكد أنني وضعتها في محفظة الأوراق الخاصة بي .
الرسامين والعلماء المميزين يعطونهم اوسمة شرف ثقافية في هاليوم.,تمنح أوسمة الاستحقاق الثقافي للفنانين والعلماء المتميزين في هذا اليوم .
عليك تدبير مقعد لي على هذه الرحلة .,عليك تدبير مقعد لي على هذه الرحلة .
اي من الجواتي عليهم تخفيض؟,أي من هذه الأحذية للبيع ؟
فين اقرب مطعم من دا الفندق؟,أين أقرب مطعم لهذا الفندق ؟
