0,1
كم يتكلف إرسال بطاقة بريدية إلى اليابان بالبريد الجوي ؟,كم يتكلف إرسال بطاقة بريدية إلى اليابان بالبريد الجوي ؟
هذا لأنها مصنوعة من الحرير .,هذا لأنها مصنوعة من الحرير .
ممكن تبعت مخده لأوضه ميه وحداشر، لو سمحت؟,هل يمكنك أن تحضر وسادة إلى الغرفة رقم واحد إحدى عشر ، من فضلك ؟
أنا عايز أحجز في الاتوبيس.,أريد الحجز في الحافلة .
"أيهما تفضل , داكن أم فاتح ؟","أيهما تفضل , داكن أم فاتح ؟"
أريد شيئاً يناسب هذا .,أريد شيئاً يناسب هذا .
حبوب عسر الهضم تختلف عن حبوب ألم المعدة ، أليس كذلك ؟,حبوب عسر الهضم تختلف عن حبوب ألم المعدة ، أليس كذلك ؟
هابعتلك لما أرجع البيت.,سوف أكتب لك بعد العودة إلى بلدي .
ممكن أقدر أساعدك. إنت محتاج فيتامين سى؟,ربما أستطيع مساعدتك . هل تحتاج إلى فيتامين سي ؟
أريد كتاب تلوين .,أريد كتاب تلوين .
هل يمكن أن نذهب إلى نقطة تكي غداً ؟,هل يمكن أن نذهب إلى نقطة تكي غداً ؟
دعني أقدم نفسي . اسمي جورو يامادا .,دعني أقدم نفسي . اسمي جورو يامادا .
أود قليل من كريم القدم .,أود قليل من كريم القدم .
أريد شريحة ملونة لهذه الكاميرا ، لطفاً .,أريد شريحة ملونة لهذه الكاميرا ، لطفاً .
هل تشمل هذه الرحلة زيارة لبرج سيرز ؟,هل تشمل هذه الرحلة زيارة لبرج سيرز ؟
أعتقد أني طلبت برجر سمك ، لكن ليس هناك سمك في البرجر .,أعتقد أني طلبت برجر سمك ، لكن ليس هناك سمك في البرجر .
أين مكتب الاستقبال ؟,أين مكتب الاستقبال ؟
الماء أسخن من اللازم .,الماء أسخن من اللازم .
تحب نروح ديسكو؟,هل تحب الذهاب إلى المَرْقص ؟
هى التذكرة ديه تنفع بس لليوم المتحدد؟,هل هذه التذكرة سارية فقط لليوم المحدد ؟
هل ينبغى للباب أن يكون مفتوحاً أم مغلقاً ؟,هل ينبغى للباب أن يكون مفتوحاً أم مغلقاً ؟
لقد تعرّض للشرخ .,لقد تعرّض للشرخ .
امتى مفروض اسيب الاوضة؟,متى يتعين علي أن أدفع الحساب وأغادر ؟
ممكن اخد شويه عسل؟,هل لي ببعض العسل ؟
أنا عايز أؤكد إن رئيس مجلس الادارة لشركتنا هايكون حاضر الاجتماع بكرة.,أريد فقط أن أؤكد أن مدير شركتك التنفيذي سوف يحضر اجتماع غدا .
أهلا. هو دة رويز؟,هالو ، هل هذه تعود إلى روي ؟
هى في نفس ناحية المبنى ده؟,هل هذا في نفس الاتجاه مثلما الحال مع المبنى ؟
أنا أقترح برفيوم أو لوشن.,أوصي بالعطر أو اللوسيون .
حوالى كام رسوم الخدمة؟,ما هي تكلفة الخدمة تقريبا ؟
متأكد انك حتخف بسرعة جدا .,أنا متأكد إنني سأتعافى سريعاُ .
أنا معجب بشطارتك في اللغة.,لقد أعجبت بمهارتك اللغوية .
صباح الخير . هذه مكالمة لإيقاظك .,صباح الخير . هذه مكالمة لإيقاظك .
اتصل بصاحب المبنى إذا واجهتك أية مشكلة .,اتصل بصاحب المبنى إذا واجهتك أية مشكلة .
"أنا أريد تذكرة ذهاب وعودة إلى محطة "" س "" من فضلك .","أنا أريد تذكرة ذهاب وعودة إلى محطة "" س "" من فضلك ."
"هل من الممكن أن تخبرني مرة أخرى ماذا تضمن الإعلان , من فضلك ؟","هل من الممكن أن تخبرني مرة أخرى ماذا تضمن الإعلان , من فضلك ؟"
أفضل تناول الطعام الغربي .,أفضل تناول الطعام الغربي .
شكلي صغير، بس أنا معدي التلاتين.,أبدو صغير السن ، مع أني قد جاوزت الثلاثين .
من فضلك أرني واحدة أرخص .,من فضلك أرني واحدة أرخص .
أربع برتقالات .,أربع برتقالات .
أنا هاشيل ده.,سأحمل هذا .
كيف يمكنني الذهاب إلى ديزني لاند ؟,كيف يمكنني الذهاب إلى ديزني لاند ؟
أسف، بس مضطرين نخليه .,عفوا ، بيد أننا سنضطر إلى الاحتفاظ بها .
في البداية انا لازم أشكرك جدا للبرنامج الرائع اللي إنت حضرتهولي.,في البداية ينبغي علي أن أشكرك كثيرا على البرنامج المثالي الذي أعددته لي .
كنت عايز كابل الريليز بتاع الكاميرا.,أود إرسال برقية لاسلكية .
مصنوع في إيطاليا ؟,مصنوع في إيطاليا ؟
عندك سجاير؟,هل معك سجائر ؟
"إنها مسألة عادات . في اليابان , اعتادوا على نظام أخلاقي لا يسمح للولد مطلقا أن يجلس إلى فتاة بعد أن يبلغا السابعة من عمرهما .","إنها مسألة عادات . في اليابان , اعتادوا على نظام أخلاقي لا يسمح للولد مطلقا أن يجلس إلى فتاة بعد أن يبلغا السابعة من عمرهما ."
ده الباص بتاع الخطوط الجوية اليابانية؟,هل هذه هي الحافلة التي توصلني إلى الخطوط الجوية اليابانية ؟
التذكرة ديه لسه شغاله؟,هل ما زالت هذه التذكرة متاحة ؟
بقى عندك وقت؟,هل عرفت الموعد ؟
اشكرك . انا مقدر ده . انت عارف، انا مهتم بالمسلسلات العائلية الاستراليه .,"شكرا لك . أنا أقدر ذلك . أنت ترى , كم أنا مهتم بالمسلسلات الأسترالية ."
تعال هنا خلال ساعة، من فضلك .,احضر إلى هنا في غضون ساعة من فضلك .
يكفني حاجة اني أخش المبنى ده؟,هل يكلفني دخول هذا المبنى أي أموال ؟
يوم الصحة الرياضية هو يوم العاشر من أكتوبر وهو إجازة قومية الغرض منها تحسين صحة المواطنين .,يوم الصحة الرياضية هو يوم العاشر من أكتوبر وهو إجازة قومية الغرض منها تحسين صحة المواطنين .
هل يهم لو كنتُ مبتدئاً ؟,هل يهم لو كنتُ مبتدئاً ؟
في مطاعم كتيرة قريبة من هنا.,هناك مطاعم كثيرة قريبة من هنا .
هو لسه خارج حالا .,إنه في الخارج الآن .
هل أستطيع تناول غذائي الآن ؟,هل أستطيع تناول غذائي الآن ؟
أعطني خمسة عشر لتراً من السوبر ، من فضلك .,أعطني خمسة عشر لتراً من السوبر ، من فضلك .
عمتى مكسلة و غريبة شوية .,إن خالتي فاترة الهمة وغريبة الأطوار بعض الشيء .
أريد هذه .,أريد هذه .
ده سخن .,الجو حار .
هتظبطلي الطول؟,هل يمكنك ضبط الطول ؟
أين هذا المكان ؟,أين هذا المكان ؟
فين موقف الأتوبيس بتاع أكسفورد؟,أين محطة الحافلة التي تقصد أكسفورد ؟
أين تفرق شعرك ؟,أين تفرق شعرك ؟
انا ماشي بكره الصبح.,سأدفع الفاتورة صباح غد .
ولدي تعبان جداً.,إن طفلي قد أصابه الإعياء الشديد .
ماذا يمكن أن أفعل لك ؟ هل تعاني من مشكلة ؟,ماذا يمكن أن أفعل لك ؟ هل تعاني من مشكلة ؟
تأكد قيام الرحلة الجوية رقم واحد صفر واحد إلى ناريتا في العاشر من يونيو .,تأكد قيام الرحلة الجوية رقم واحد صفر واحد إلى ناريتا في العاشر من يونيو .
عايزة اغير الجلسة بتاعتي اخليها مساج ياباني سياتسو، لو كان ممكن ؟,أود أن أغير جلستي إلى شياتسو . هل هذا ممكناً ؟
تفضل كرسي وخذ راحتك . هل أتي لك بشيء لتشربه ؟ قهوة ، شاي أم صودا ؟,تفضل كرسي وخذ راحتك . هل أتي لك بشيء لتشربه ؟ قهوة ، شاي أم صودا ؟
هل ستحدد موعداً للخروج معي ؟,هل ستحدد موعداً للخروج معي ؟
عايز أعرف سعر مكالمة تليفون لنيويورك.,أود أن أعرف ما هي تكلفة إجراء مكالمة هاتفية إلى نيويورك .
كوني حرة في استخدام مساحيق التجميل قبل أن تغادري .,كوني حرة في استخدام مساحيق التجميل قبل أن تغادري .
عاوز اشوف فيلم كوميدي عن الحياة الاسرية .,أود مشاهدة عمل كوميدي يتناول الحياة العائلية .
حأشوف جنبنا . يمكن الاقي ياباني بيعرف يتكام انجليزي .,سوف أتفحص الغرفة المجاورة ، فلربما يوجد بها من يتحدث الإنجليزية من اليابانيين .
ممكن ترشحلي حاجة تانية؟,هلا زكيت شيئاً آخر ؟
أهي حلوى .,أهي حلوى .
"من فضلك , هل يمكن أن تصرف هذا الشيك السياحي الذي يساوي ثلاثمائة دولار ؟","من فضلك , هل يمكن أن تصرف هذا الشيك السياحي الذي يساوي ثلاثمائة دولار ؟"
خد خط إي للشارع الرابع وبعدين غير للإف.,خذ خط إي إلى الشارع الرابع ثم غير إلى خط إف .
لم أمرض أبداً ليوم واحد في حياتي .,لم أمرض أبداً ليوم واحد في حياتي .
"هل يمكنني أن أطلع على شهادة التطعيم الخاصة بك , من فضلك ؟","هل يمكنني أن أطلع على شهادة التطعيم الخاصة بك , من فضلك ؟"
