0,1
هل يمكنني إرفاق هذا الخطاب فيه ؟,هل يمكنني إرفاق هذا الخطاب فيه ؟
رح تروح على البيت للعطلة؟,هل ستعود لبلادك في الاجازات ؟
متنزه باتيرى من فضلك ، ولكن هل يمكنك التوقف في ميدان الاتحاد ؟ أود أن آخذ صديقي من هناك .,متنزه باتيرى من فضلك ، ولكن هل يمكنك التوقف في ميدان الاتحاد ؟ أود أن آخذ صديقي من هناك .
"ياه , هل سنرتطم بالقاع ؟","ياه , هل سنرتطم بالقاع ؟"
فقط سياحة .,فقط سياحة .
أديش رح ننطر أبل ما نبلش؟,كم من الوقت الزائد قبل أن نبدأ ؟
انت متاكد؟ فكرت شكل قنينة النبيت هيدي بيستعملوه للنبيذ البرغندي.,هل أنت متأكد ؟ لقد كنت أظن أن شكل زجاجة النبيذ هذه يستخدم للنبيذ البرجندي .
هل هي مسافة طويلة للمشي ؟,هل هي مسافة طويلة للمشي ؟
إزا بتريد اتصل بقدر أول شي بكرا الصبح.,من فضلك رد على في الصباح .
حجز للغد ، من فضلك .,حجز للغد ، من فضلك .
هلا أحضرت لي زجاجة سبرايت ؟,هلا أحضرت لي زجاجة سبرايت ؟
عندما تنزل من المصعد ستراه إلى يمينك .,عندما تنزل من المصعد ستراه إلى يمينك .
هل يمكنني الحصول على قاعتي عرض لهذا المساء ؟,هل يمكنني الحصول على قاعتي عرض لهذا المساء ؟
"أهو أنت ؟ حسنا , من الأفضل أن تأخذ تاكسي وتقول للسائق فقط جراي لاين سيتي ترمينال . ولن تأخذ أكثر من أربعين دقيقة على الأقدام .","أهو أنت ؟ حسنا , من الأفضل أن تأخذ تاكسي وتقول للسائق فقط جراي لاين سيتي ترمينال . ولن تأخذ أكثر من أربعين دقيقة على الأقدام ."
فيك تطلبلي اياه؟,هل يمكنك طلب الرقم من أجلي ؟
نزيف هون .,نزيف هنا .
وين فيي ادفع اجار للمسافة الزيادة؟,أين يمكن أن أدفع أجر المسافة الإضافية ؟
أديش عدد الناس؟,كم عدد الأشخاص لديك ؟
إنه ياقوت . لدينا بروش واحد فقط من هذا النوع وهو أحد مصوغاتي المفضّلة . هلا جربت أن ترتديه ؟,إنه ياقوت . لدينا بروش واحد فقط من هذا النوع وهو أحد مصوغاتي المفضّلة . هلا جربت أن ترتديه ؟
أريد حجز مقعدين في حفلة النهار يوم الثلاثاء .,أريد حجز مقعدين في حفلة النهار يوم الثلاثاء .
ما بدي واحد ضخم .,لا أريد واحدة ضخمة .
هل تعرف المطعم يا كيويا ؟,هل تعرف المطعم يا كيويا ؟
عندك شي حدا بيحكي ياباني؟,هل عندك أحد يستطيع أن يتحدث اليابانية ؟
هل قرأت أية كتب جيدة حديثاً ؟,هل قرأت أية كتب جيدة حديثاً ؟
معذرة ؟ لم أتابعك . هل يمكنك التحدث اكثر بطأ حتى يتسنى لي فهمك ؟,معذرة ؟ لم أتابعك . هل يمكنك التحدث اكثر بطأ حتى يتسنى لي فهمك ؟
هل أستطيع أن أقوم بالتحويل بهذه التذكرة ؟,هل أستطيع أن أقوم بالتحويل بهذه التذكرة ؟
شو في بالكيس؟,ماذا يوجد في هذه الحقيبة ؟
بتقدر تعطيني مجلة أو اشي؟,هل يمكن أن احصل على احدى المجلات أو شيئ من هذا القبيل ؟
شو يعني هيدا؟,ماذا يعنى ذلك ؟
اتصلت من شي يومين تا إسأل عن شنطة ضايعة.,لقد اتصلت منذ ثلاثة أيام بخصوص حقيبة ضائعة .
فيك تبعت عالعلبة عاليابان بالبريد البحري؟,هل يمكنهم إرسال هذا الطرد إلى اليابان عن طريق البريد البحري .
أي باص بروح على مركز المدينة؟,أي حافلة تذهب إلى وسط المدينة ؟
ما المبلغ الذي كان يأخذه ؟,ما المبلغ الذي كان يأخذه ؟
ايه، هيدي اول رحلة الي .,نعم ، إنها أول رحلة لي .
بتقدر تعطيني شوكة جديدة؟,هل لي بشوكة أخرى ؟
وين بنزل لروح عاليونيون سكوير؟,من أين أبدأ كي أصل إلى ميدان ينيون ؟
شو عمبقولو الناس عن الاجتماع؟,ما الذي يقوله الناس عن هذا الاجتماع ؟
دنيء اليوم.,الجو شديد البرودة هذه الليلة .
من فضلك ، أود زجاجة صغيرة من خمر الموزلية .,من فضلك ، أود زجاجة صغيرة من خمر الموزلية .
في الصباح نعم ، ولكن في العصر يغيم الجو .,في الصباح نعم ، ولكن في العصر يغيم الجو .
هل يمكن استخدام شيكات سياحية وعملة ين ياباني ؟,هل يمكن استخدام شيكات سياحية وعملة ين ياباني ؟
ما سعر نصف الإقامة ؟,ما سعر نصف الإقامة ؟
ضربة حلوة. بس ما صابت.,ركلة موفقة . كادت تدرك الهدف .
بيكلف شي للفوتة على هالمبنى؟,هل يكلفني دخول هذا المبنى أي أموال ؟
عمول معروف بروم عالشمال .,من فضلك اتجه لليسار .
أريد شريط كاسيت .,أريد شريط كاسيت .
"أسف , لا اعرف هذه البقعة من المدينة .","أسف , لا اعرف هذه البقعة من المدينة ."
نحنا بحاجة لشوية وقت أكتر لندرس العقد .,نحتاج إلى المزيد من الوقت لكي نفحص العقد .
معدتي عمتشكني .,أشعر بوخز في معدتي .
اهتم بنفسك جيداُ حتى تعود إلى الوطن .,اهتم بنفسك جيداُ حتى تعود إلى الوطن .
بدي فلاش الكتروني إذا بتريد .,أريد لمبة للكاميرا .
برون . اسمي على جانبها .,برون . اسمي على جانبها .
معي وأت كفاية احول عالخطوط البريطانية تلات مية وتسعة وتسعين؟,هل سيتوفر لدي الوقت الكافي للتحويل إلى بي إي ثلاثة تسعة تسعة ؟
آسف . لقد اتصلت بالرقم الخطأ . هذه وكالة تانكيوشا الصحفية .,آسف . لقد اتصلت بالرقم الخطأ . هذه وكالة تانكيوشا الصحفية .
زوج من العصي ، من فضلك .,زوج من العصي ، من فضلك .
وين في ديسكو مشهور؟,أين يوجد ديسكو مشهور ؟
مسا الخير، سيد هوسوكاوا. أهلا وسهلا فيك بالسهرة. شو بدك تشرب؟,"عمت مساء , يا سيد هوسوكاوا . مرحبا بك في الحفل . هل تود أن تناول مشروبا ؟"
عظيم . كنت عم فتش على تكسي، بس هيك احسن .,عظيم . كنت أبحث عن سيارة أجرة لكن هذا أفضل .
سبعاً ، من فضلك .,سبعاً ، من فضلك .
مسار رقم خمسة هونيك .,الطريق رقم خمسة على اليمين هناك .
بدي شامبو للشعر الناشف.,أريد شامبو للشعر الجاف .
أربعون دولاراً .,أربعون دولاراً .
هل لك أن توصى بمطعم جيد قريب من هنا ؟,هل لك أن توصى بمطعم جيد قريب من هنا ؟
هل لديك أي فكرة إلى أنت ذاهب ؟,هل لديك أي فكرة إلى أنت ذاهب ؟
هل ستصرف هذا الشيك السياحي البالغ مئة دولار من فضلك ؟,هل ستصرف هذا الشيك السياحي البالغ مئة دولار من فضلك ؟
أي مدخل؟,أي مدخل ؟
بدي مقعد عرحلة التمانة المسا علوس انجلس .,أبغي مقعداً على الرحلة المتجهة إلى لوس أنجلوس في الساعة الثامنة مساءاً .
عايش بشقة اجارا تمانين الف ين بالشهر .,أعيش في شقة إيجارها ثمانون ألف ين في الشهر .
في شي محل خصومات قريب من هون؟,هل يوجد محل يقدم تخفيضات قريب من هنا ؟
اي ممر ادوات التجميل؟,أيّ ممر توجد به مستحضرات التجميل ؟
وجع الخفقان بروح عدينتي وعرقبتي .,الألم غير المنقطع ينتقل من أذني إلى عنقي .
أريد منظارا .,أريد منظارا .
في كباية نائصة.,هناك زجاجة مفقودة .
عندك شنطة أكبر؟,هل يوجد لديكم حقيبة أكبر ؟
أخشى أنك أتيت إلى المائدة الخطأ .,أخشى أنك أتيت إلى المائدة الخطأ .
متى يمكن أن أستيقظ ؟,متى يمكن أن أستيقظ ؟
تكلفة الاوتيل ضمنا الترويقة؟,هل أجرة الفندق تضم الإفطار ؟
املأ البنود الآتية في بطاقة التسجيل .,املأ البنود الآتية في بطاقة التسجيل .
أنا هون تزور رفيئي.,أنني موجود هنا لزيارة صديقي .
تاني واحد لتحت.,أنه التالي على الطريق .
بدي إطلع. رأم أوضتي ميتان وستة وتلاتين.,أريد أن أغادر . الغرفة رقم اثنان ، ثلاثة وستون .
هذا الطابور طويل .,هذا الطابور طويل .
هل تريد مقعداً بجوار النافذة أم بجوار الممر ؟,هل تريد مقعداً بجوار النافذة أم بجوار الممر ؟
إذا بتريد انتبه كتير بالمستقبل .,من فضلك توخي مزيدا من الحذر في المستقبل .
هل هناك طبيب للفندق أو واحد على صلة بالفندق .,هل هناك طبيب للفندق أو واحد على صلة بالفندق .
